"t1","t2","t3"
63.7050995948908,35.5896879387528,22.398803524063
66.8878240934327,67.0536206253195,72.9029021886241
47.7038555686512,52.6353777912812,61.9049502540998
49.0977493522019,36.33874412149,26.1198638236376
44.5844247406119,38.7370732710466,33.2131174582292
56.9180027537194,58.08594396761,56.0660244129864
49.3663393228387,41.4988462399896,69.1860734975889
44.5857554490314,43.5855273889554,41.1752026566874
35.1546091985586,29.8959835372527,25.6820592393731
53.0817276611896,55.2472530154349,49.6662828257993
35.7084612897089,35.3666913437514,36.789403489819
55.3971998366102,59.6358418446695,70.3356351381216
55.1951324092889,63.083838968243,50.6894409743503
32.1115324341316,24.2465111153025,15.1708955448635
26.4950939151069,36.4491007196817,31.0465301215594
53.4806040808162,35.130919688334,27.5273180618184
49.2486145820264,50.3662951341042,49.8240904693734
55.1791152918842,56.861710441208,64.7658966692025
53.764893413982,59.5036744560417,64.2794002057816
51.8395140484918,41.4501699481692,36.7174187034999
55.0166355300217,72.3063475160423,94.2351171958834
53.2119979691529,44.4105414980222,44.0403130677819
55.9888469687695,49.5269680138729,50.2329348150574
38.4971935331227,40.3699641745854,41.8244655810841
62.7785948770941,63.0019915138966,58.9868437692909
45.8815396728201,49.0625489138532,48.9802012680012
47.8177225799571,45.4464436412036,45.4535404915128
45.3703584166664,43.4592023128016,43.7925263985938
77.2559253606321,88.6215921331002,101.546425436606
45.5450460384184,46.9125216498863,44.5538867053958
51.9717198060894,45.2647987181967,42.7774696971404
42.2866291144563,34.020716393615,25.654470762571
54.6358251982219,61.8155133240945,70.6991679549295
47.5957987486175,41.9325471213297,32.3019093426295
59.8418067944455,68.7123609952965,82.8568784175393
52.7424686058475,42.3050866707439,39.879196922869
50.3728263036933,51.9674224001956,50.0098084094818
49.6546825661394,46.5171375758002,39.7422075191141
41.2199625866958,36.1010723368588,30.7968800192604
49.2561231279796,52.5413314550854,56.6071709094559
26.8433631754489,19.6066952486435,15.5701358860355
39.3638004729164,41.4026515293346,41.6249320436943
46.7670946018011,49.895069223655,54.4220728857021
64.4589950550697,65.4038575554512,74.7076781561552
50.1722034441168,49.3453461552222,48.9888013449264
55.4928237944969,25.9487959705179,17.4667857514736
28.4563162211473,24.7642899818101,18.6749321835462
67.7501617696536,72.2100479278607,79.3848222148574
54.5534064443025,58.0184422624678,64.5009334240668
34.4331230074805,35.12906533854,34.207055660738
53.5803441633508,52.9242084643546,55.4847079938103
59.2375794637048,70.4464877006349,73.8862294500283
40.901144802892,47.1134838368056,39.1392985137581
35.8223178467962,30.1110386493546,32.4822408485951
63.4511185597733,72.2114642936641,82.6448722685064
54.1622394532254,61.9974819876367,71.3455900141115
41.35909680471,41.659755099577,39.4611625635783
39.1367510378324,38.2711679154516,44.4666740319549
51.9704235290865,59.1528689229742,60.6822933982311
52.5470145425997,47.2886517309276,50.8327378437275
42.4008065399216,57.5035791150716,42.6064297577058
41.2750351503689,44.1013014250125,46.1946351661347
48.0248463688248,42.9167298871608,39.4202119823529
73.334843215862,93.511555595138,120.250766620222
46.4397314496633,36.2075047649666,36.7647695684536
47.4507818347859,41.4632431615116,41.5961017712333
54.1428614353149,50.5403073900167,51.8165278016836
52.526413651218,54.8455511290122,66.570385673129
37.9616223957245,46.3783598279711,71.1553682521391
47.5349591989185,44.9258727262681,51.5680856913249
52.8966008923485,70.3579961317995,68.8218936569043
64.1747971264877,59.7141007141755,58.2046580873016
44.6961085576409,34.4272531487979,26.2531311960753
62.6467906165501,59.5360372317929,56.6334677858186
51.3229484241602,46.6498803377488,51.7442413974822
43.058581507337,42.0318848672179,41.7358768964207
30.7032705965124,21.3302973985864,9.9795015233137
43.1097624311954,41.8156897332056,36.4120590060789
32.3740229418366,35.0939940352722,1.93613399228811
54.4847396011463,58.6812938181772,66.7205247545776
34.2851239757117,27.7564117813192,20.9568212109692
60.4128043893737,74.4819432936703,73.8850433012483
52.9283159642425,62.1035419952039,66.8402778951341
50.1022941049964,58.6277205414892,42.4186614684417
53.444741549764,61.6571267742957,71.6809094760232
53.1067400005517,50.5113697295631,49.1178848967496
44.0172151819354,41.4080612743256,53.2261560609344
49.1309190910466,61.5972321811415,75.8403816205355
44.1893272895595,46.1139886337658,48.2350347598533
27.4403613384232,13.363323925121,2.94936460324313
55.5174899435155,40.9197797531168,34.5778480755592
53.0928702866031,39.0106713670357,28.4936121800544
58.010793794614,69.0831193372479,68.3920431813102
47.8345110658672,51.7883096367777,40.3018358253695
57.1340871894677,54.4764994553216,61.7300123838852
44.6148062922414,56.367478546163,80.1507204871607
54.0546009578076,49.4141136053809,53.0080157637132
34.0822950557683,24.9203919948763,25.0334292508157
41.998426764092,46.5013292440923,73.3479917446028
44.7939327242816,48.0783220618195,48.1265706432407
48.3826820877432,37.9075951630588,38.9084313910889
72.8379844388381,67.1962521737179,69.1268212791298
62.0096826323316,86.7049939151586,136.623742782452
51.2640291471415,54.8375954760377,54.2246976855528
42.3520661764647,34.8012272769487,33.7163437396299
69.1173160086276,79.029362109917,95.5905994543038
60.2752663494404,62.1814807472578,61.6442194222783
36.692994837637,30.0997069749486,20.5936523260083
32.0182008117749,23.0634529250336,13.0333788056633
41.7884313678131,42.9074138176233,47.156430065255
53.7601036753987,47.5583744965626,37.8606742010795
60.9465908739478,44.934135477299,43.1593053319074
36.5526414012508,25.7183864886872,15.196539005602
32.7312656973294,36.1458024914641,41.3714959382341
65.0660384994094,63.4450781236511,66.5608346740532
45.8838709894904,47.0883988743608,49.3816380705158
69.6764082117864,80.1338040560816,88.1609925989268
46.9868395694347,36.9222602628461,28.0032625310466
58.2590794901783,62.7357692806453,65.6314843486804
92.0318258675572,61.1692920497075,66.161515847719
47.0483921346099,35.6015054476339,30.3858932188926
52.301813996786,61.7261813931358,73.6806893349378
39.3006890275743,26.7188564874498,17.7493501455758
41.3854241819142,29.7247995979551,20.0488184300967
52.0864488458846,45.1204280530042,39.743073950405
69.4276184757326,75.0868734851797,74.7477591499246
41.0575215392603,36.4499046615082,29.6169153023341
32.4490776443125,30.4899139571751,25.1211771201059
48.6530116569009,41.970289327771,33.2197883452011
35.7662019077052,24.3995612151262,9.08371786496638
47.9250643777934,38.2093435560906,39.2312278564922
59.6206859174282,50.2598691210511,40.7580937087886
53.0052917176133,48.2982920008557,45.3977389127845
52.8327300718566,50.8254550687867,53.7930467856929
56.7890938849023,43.6874601723096,37.087130934009
59.3786443605951,57.865823745821,58.134125178747
37.5027033715319,27.1146586512866,16.6099062479351
49.5517684596498,61.164775459632,64.7395231726558
35.9866992608875,30.2048612795908,24.0155735114037
58.5818229952826,66.7668171948795,79.9203225727699
49.0110397053434,43.9813969546944,47.5584023642472
38.211433622132,37.8537893306188,30.7362436526259
46.2805493112268,35.2039020270995,29.6665072115068
56.4403591968084,66.6084919351697,75.5160399289735
59.1864395260957,42.9931968092835,31.0249049540098
50.8661315444279,45.5758074890213,40.0003203666043
44.756346804489,42.8229406699222,33.4906298415469
44.6527103726883,54.0266437173043,64.1032813918241
49.9654904537444,61.1847117596112,60.5170217965524
45.2773127417241,38.3381518653209,37.9675909574146
45.3161640111751,46.3800080984116,28.71448309923
46.6780887544349,50.8495924109601,56.2765071218457
51.9617290110441,48.36191944057,48.0509599951068
52.3654439056896,57.1928145629014,63.2995957251934
50.1518955137167,55.8657116830643,59.9791267719487
55.1172496392752,42.9846848042563,35.775321494008
60.5336790503514,67.5592064234898,59.3312535084217
38.6147819723376,30.8198323079191,14.6391156177726
44.7822433195002,47.7745854666427,49.4019415387882
38.7445207918011,33.419781854035,34.7530652262842
46.5562331072359,32.1377413806116,19.2970600111144
58.3938313276512,67.2082966886282,80.5498447460117
59.344097288478,79.1713355529911,98.7066579765343
58.0628903402313,64.8478497240551,77.8216778633514
46.146189734901,51.1679691153087,58.6057577130943
60.1363998697506,64.9827012050522,70.604879222675
46.4431922775151,41.2633103657933,35.4536366185763
50.8783587333797,45.6317381119773,45.6143081579558
71.0182839846486,77.8421874759792,85.2566300881801
34.5990239757491,40.0902072232266,27.7168778742627
50.2197097014926,50.9838839618944,54.800363984022
58.4537009222478,68.9466511002905,64.0006402345874
57.9868170940494,58.4643779950873,61.3409653808754
49.6383338408031,42.6232197374534,41.5567116820104
61.6489302573585,48.4562132959926,46.4546615153015
36.2856111532561,47.5940381408261,53.0071742814912
55.4220460199232,51.9192194714319,51.9423708272458
68.0195625455666,82.2122975656216,94.4962564496144
26.5791116615891,20.8444739436078,20.8605282058143
39.9115550441712,38.7312129803037,60.8561573324146
35.51856603265,30.5217058203424,46.0776255132407
37.2450717902017,38.4431795778643,25.7183434525719
53.4292237338462,58.2602413398941,62.3008386464998
54.9159402536119,58.442224327631,64.7535688484434
46.7931653749582,51.485246642111,57.7988530702293
62.166857925771,40.3350463369504,32.8882690791305
48.8503242646032,38.5177319138964,36.6498997701283
56.7096556410185,40.9365117708006,33.0396223072311
45.1057582298538,38.8879416618105,27.1705369920625
54.5198667168,58.1622321413299,63.498498605441
36.7004784918591,37.2784633101832,37.9742465613765
42.2916253666005,53.4554461857649,62.918446390541
51.4553245494229,44.6669971493002,43.6810843695093
60.9325448752074,93.322933087318,92.6473248940632
40.5106483632501,25.2696757357671,37.2859988876883
52.0790505512875,44.2994120024116,42.1424867152838
44.1021007567815,50.4228951941297,57.8327686261009
36.8624876244128,24.6070218074651,10.3676012376054
55.7293873807916,53.5719166238722,50.6451536133538
55.0906556158541,65.4813114514096,79.4261422134374
29.675424208568,24.648839707082,18.2452344075539
51.0252316836271,53.2787293285546,55.888743086488
58.9874053877656,62.4620633622065,60.9970970575468
58.3097411068954,58.502067779411,67.7287481637094
57.8757371961725,59.8278115461804,56.971371559869
53.7142572893988,56.9991994943174,55.7860052401458
49.3584381593861,50.3928534253075,53.4861412030836
26.95047501835,30.2689095649668,9.88634545657521
46.0359522688417,51.8041387398339,52.9417327676486
74.2423171916249,71.0583962744716,84.6819737945261
47.0092918549023,43.8896441001774,34.3173922769636
39.8353926665099,38.3983038747777,37.7570486808997
41.4988966540902,30.5615500809454,22.5946294161367
45.1185438643925,40.8557585467499,36.1517659224665
57.7204766284954,53.6593602726324,73.2866166696406
21.2524852413109,1.85995632398635,-8.74627279878809
49.2439075025325,78.823310058543,52.3066110088061
54.3837456684338,52.6263014004004,56.2225760432982
76.9523057148657,64.5425471642482,67.7573466602701
46.774570160116,53.8707927373083,56.248693213613
51.4906258300479,55.2821438681882,51.9562239555212
46.8403547746967,45.5390726160271,44.1233764223656
43.972021867,47.8865479047557,45.738337426075
65.893410345602,62.2757549002468,66.6925462162697
41.1913294006638,33.2248308322799,28.8886275471913
33.6415891812256,24.310348778096,20.8446160352461
42.6418787305073,49.9240762187277,64.5962021113689
58.7274182797435,63.5820482093068,62.9058379675347
63.1057198954864,71.893405453517,75.6176163845034
29.7716589638542,19.4526604508206,10.3757193238086
64.6100436592008,66.0214787950954,69.1446162037536
54.9830410060335,51.0654401804363,53.6231544577946
50.4160042090079,53.0227646483156,41.5236830241361
40.1948888005249,33.2449409669725,24.120698405071
33.5890333634973,46.1980387790791,12.0185503936426
61.3768573828057,54.3941657429692,50.1235123777487
40.6736751189808,35.697984406218,34.4749604422711
59.3785010514212,53.2550259460467,53.244264826002
53.4614944783656,60.3866527281276,69.3808206084932
41.598730500111,38.2480494509174,32.9031878613503
50.7329605569111,48.7919776119969,38.3636112381644
64.4479723057474,76.2623433549232,85.4352546811544
51.6215720181844,72.2865585222636,92.8252357992381
43.1820361688763,46.5364079204418,46.0155182455009
58.1539524261325,81.2091716548168,56.673147346117
45.8513080322718,38.9999936233028,40.348972831438
50.5180237513129,46.658162556794,48.4006061109086
55.1335450662598,59.9161418795456,87.414129537444
39.6252784636942,45.3315500437406,53.7719653398684
47.720334195449,68.6964480649084,62.7930959914838
42.6757566436388,41.5679729838511,31.2241623098
50.74297872487,44.8017329433129,50.8881112725335
49.5198306214657,58.3637678237056,71.7667449333567
